id,question,expected,model_prediction,bert_P,bert_R,bert_F1
Q84,When should non-EU students start visa or residence procedures?,They should start early because visa and residence procedures may take several weeks or months. They should follow host institution instructions and consult the relevant embassy or consulate.,"Non-EU students are advised to begin preparations early, as visa and residence procedures may take several weeks or months. It's recommended to start preparing well before arrival.",0.7995,0.7996,0.7996
Q85,What official resource should non-EU students use for EU immigration information?,They should consult the EU Immigration Portal: https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal_en,Non-EU students should consult official government immigration portals for EU immigration information.,0.7183,0.5917,0.6489
Q86,Which official source should students use for student residence rights in the EU?,They should use the Your Europe page on student residence rights: https://europa.eu/youreurope/citizens/residence/residence-rights/students/index_en.htm,"According to the given context, students can verify information about student residence rights in the EU from:

1. The EU Immigration Portal (https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal_en)
2. Your Europe – Student Residence Rights in the EU (https://europa.eu/youreurope/citizens/residence/residence-rights/students/index_en.htm)",0.7594,0.8783,0.8145
Q87,Where can students find official visa or residence information for Slovenia?,"Students can consult the Slovenian Government entry and residence page, the University of Ljubljana temporary residence permit page, and the EU Immigration Portal page for students in Slovenia.","The students can find official visa or residence information for Slovenia on the following websites:

1. Slovenian Government – Entry and Residence: https://www.gov.si/en/topics/entry-and-residence/
2. University of Ljubljana – Temporary Residence Permit: https://www.uni-lj.si/en/study/international-students/temporary-residence-permit
3. EU Immigration Portal – Student in Slovenia: https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal/student-slovenia_en",0.6542,0.8259,0.7301
Q88,What is short-term doctoral mobility?,"Short-term doctoral mobility is Erasmus+ mobility for doctoral students who want to complete part of their regular study obligations, practical training, research work, or doctoral thesis preparation abroad.","Short-term doctoral mobility refers to a type of mobility where a doctoral candidate undertakes a physical stay abroad lasting between 5-30 days, which can optionally be combined with a virtual component.",0.7529,0.7546,0.7538
Q89,What is the eligible period for the UL FRI short-term doctoral mobility call?,"The eligible period is from 1 June 2026 to 30 June 2027, or until available funding is exhausted.","The eligible mobility period for the UL FRI short-term doctoral mobility call is 1 June 2026 – 30 June 2027, or until available funding is exhausted.",0.8101,0.9233,0.863
Q90,When must doctoral students apply for short-term doctoral mobility?,They must submit the application form and all mandatory attachments at least 1.5 months before the start of mobility.,At least 1.5 months before the start of mobility.,0.8537,0.7501,0.7985
Q91,How do doctoral students apply for short-term doctoral mobility?,They apply by sending the application form and all required attachments by email to erasmus@fri.uni-lj.si.,"To apply for short-term doctoral mobility, students must submit the application form and all mandatory attachments at least 1.5 months before the start of mobility.",0.7081,0.6535,0.6797
Q92,Can UL FRI students do Erasmus+ traineeships?,Yes. UL FRI students may complete practical traineeships within the Erasmus+ programme.,"Yes, UL FRI students can complete practical traineeships within the Erasmus+ programme.",0.9716,0.9716,0.9716
Q93,What is the eligible period for the 2025/26 Erasmus+ traineeship call?,The eligible period is from 1 October 2025 to 30 September 2026.,The eligible period for the 2025/26 Erasmus+ traineeship call is 1 October 2025 – 30 September 2026.,0.7891,0.8868,0.8351
Q94,What is the application deadline for Erasmus+ traineeship mobility?,The complete application with all mandatory attachments must be submitted at least 2 months before the start of mobility by email to erasmus@fri.uni-lj.si.,The application deadline for Erasmus+ traineeship mobility is at least 2 months before the start of mobility.,0.7942,0.6795,0.7324
Q95,What documents are required for Erasmus+ traineeship mobility?,"Students must submit a completed application form, an original signed and stamped Erasmus+ Learning Agreement for Traineeship, and a motivation letter of at least one and at most two pages.","According to the specified sources, there isn't explicit mention of specific documents required for Erasmus+ traineeship mobility. However, it's mentioned that if the traineeship was not part of the curriculum, you can request to have it recorded in the Europass Mobility document.",0.6644,0.6816,0.6729
Q96,Can I do multiple Erasmus+ traineeships?,"Yes, but not with the same employer or organization. Each traineeship must last at least 2 months and no more than 6 months.","Yes, you can do multiple Erasmus+ traineeships as long as they meet two conditions:

1. They are not with the same employer or organization.
2. Each traineeship lasts at least 2 months but does not exceed 6 months.",0.7684,0.8384,0.8019
Q97,Which UL FRI Erasmus+ partner universities are listed in Germany?,"The listed German partner institutions are Technical University of Berlin, University of Bremen, Darmstadt University of Technology, Dresden University of Technology, and Albert Ludwig University of Freiburg.","According to the UL FRI Erasmus+ partner institutions list, there is only one German institution:

Technische Universität Berlin (TU Berlin) with an Erasmus code, but it's not specified in this snippet.",0.6641,0.6965,0.6799
Q98,I am interested in cybersecurity or security-related exchange options in EU. Which partner universities should I check?,"Based on the available data, the strongest places to check first are NTNU, Reykjavík University, University of Tartu, TU Berlin, and TU Graz. NTNU is explicitly relevant for Information Security and related ICT fields. Reykjavík University lists Cyber Security as one of its Computer Science MSc emphasis lines. University of Tartu lists cyber security, secure programming, cryptography and verification, distributed systems, and artificial intelligence among relevant areas. TU Berlin lists security among potentially relevant Computer Science fields. TU Graz lists security among Computer Science-related areas. The student should still verify current course availability, language, semester, prerequisites, and exchange-student eligibility in the official course catalogue, then confirm recognition through the Learning Agreement.","For cybersecurity or security-related exchange options in the EU, you may want to consider checking the course catalogues of TU Berlin and CY Cergy Paris Université.",0.7054,0.6406,0.6714
Q99,"If I complete only 18 out of 30 ECTS during one Erasmus+ semester, what happens?","Since 18 ECTS is below the 20 ECTS minimum required for one semester, Erasmus+ financial support may be limited to 3 months. The completed courses may still be recognized if they match the study programme and the Learning Agreement, but recognition depends on content similarity and home faculty approval. The student should contact the FRI coordinator as soon as possible.","According to the given context, since you completed fewer than 20 ECTS credits during the exchange, Erasmus+ financial support is limited to 3 months.",0.8122,0.7169,0.7616
Q100,Where can I go on Erasmus+ exchange as an undergraduate student?,"Undergraduate students can apply to partner institutions such as TU Graz, VUB Brussels, Charles University MFF, CTU Prague, University of Tartu, University of Tampere, TU Berlin, University of Bremen, TU Dresden, University of Freiburg, Reykjavík University, University of Coimbra, University of Porto, University of Zagreb FER, Warsaw University of Technology, Kaunas University of Technology, Vilnius University, University of Belgrade, University of Novi Sad, Babeș-Bolyai University, Malmö University, and many other UL FRI Erasmus+ partner universities that support Bachelor-level mobility.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6408,0.4931,0.5573
Q101,Where can I go on Erasmus+ exchange as a master’s student?,"Master’s students can apply to institutions such as TU Berlin, TU Graz, NTNU, University of Tartu, Charles University MFF, Reykjavík University, University of Padova, VUB Brussels, Darmstadt University of Technology, University of Freiburg, University of Coimbra, University of Porto, University of Zagreb FER, Sapienza University of Rome, University of Pavia, and many other UL FRI partner institutions supporting Master-level mobility.","As a master's student from UL FRI, you can consider going on Erasmus+ exchange to partner universities that offer courses matching your interests. Since specific details about UL FRI's partner universities aren't mentioned here, I recommend checking the UL FRI website or contacting their International Office directly for the most up-to-date information on available partner universities and their respective courses.",0.6536,0.6242,0.6386
Q102,Where can I go on Erasmus+ exchange as a doctoral student?,"Doctoral students can apply to Erasmus+ partner institutions that support PhD mobility, including TU Graz, VUB Brussels, Charles University MFF, CTU Prague, University of Tartu, TU Berlin, NTNU, Reykjavík University, University of Padova, University of Zagreb, University of Rijeka, Darmstadt University of Technology, University of Coimbra, University of Porto, and many other UL FRI partner institutions listed in the doctoral mobility call.","As a doctoral student at UL FRI, you can complete part of your regular study obligations, practical training, research work, or doctoral thesis preparation at one of UL FRI's Erasmus+ partner institutions.",0.7059,0.6321,0.6669
Q103,What is the deadline for applying to an Erasmus+ exchange?,"For first-semester or full-year exchanges, the financial support deadline is 15 October 2026. For second-semester exchanges, the deadline is 15 March 2027. However, the application usually needs to be completed earlier because all documents must be finalized at least 10 working days before mobility starts.","For a first semester or full academic year exchange, the deadline is 15 October 2026. For a second semester exchange, the deadline is 15 March 2027.",0.9036,0.7822,0.8385
Q104,Are there Erasmus+ exchange opportunities in Paris?,"Yes. The available information lists CY Cergy Paris Université in France as an available Erasmus+ partner institution for Bachelor, Master, and PhD students.","Yes, there are Erasmus+ exchange opportunities in Paris through INSA Lyon, which has an Erasmus code of F LYON12.",0.7086,0.6809,0.6945
Q105,Are there Erasmus+ exchange opportunities in Switzerland?,The available information does not list any UL FRI Erasmus+ partner institution in Switzerland for the current academic year. Students should check the latest official UL FRI Erasmus+ partner list or contact the Erasmus coordinator in case agreements change in future calls.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.7054,0.627,0.6639
Q106,What happens if I decide not to go on Erasmus+ exchange after being selected?,"If a student decides not to participate in Erasmus+ mobility, they should inform the University of Ljubljana Erasmus office, UL FRI, and the host institution as soon as possible. No cost or penalty will occur.","If you decide not to go on the Erasmus+ exchange after being selected, it's best to inform your home faculty or academy as soon as possible. However, there isn't any specific information in the given context regarding the consequences of declining the offer. It's recommended to contact Erika Bolcina at erika.bolcina@uni-lj.si for early information and guidance.",0.692,0.7577,0.7234
Q107,I want to find an Erasmus+ exchange at a university focused on artificial intelligence and machine learning. Which institutions should I check?,"Relevant partner institutions include Charles University MFF, University of Tartu, Reykjavík University, TU Berlin, TU Graz, VUB Brussels, University of Freiburg, and NTNU.","""University of Padova has an official course catalogue and English-taught Computer Systems Engineering at master level. For Erasmus planning, check the catalogue entry, confirm whether the course is open to exchange students, and include it in your Learning Agreement for UL FRI approval.""

Additionally, you may also consider Warsaw University of Technology as they offer study levels including Master which could potentially cover areas like artificial intelligence and machine learning. However, please note that you should verify their current exchange access and course language directly.""",0.5767,0.635,0.6045
Q108,I want to find an Erasmus+ exchange at a university focused on cybersecurity or information security. Which institutions should I check?,"Relevant partner institutions include NTNU, Reykjavík University, University of Tartu, TU Berlin, TU Graz, Darmstadt University of Technology, and CTU Prague.","Based on our UL FRI Erasmus+ partner institutions list, you may consider Reykjavík University as it has relevance in AI, cyber security, and software engineering. However, if you're specifically looking for institutions with a focus on cybersecurity or information security, I would also suggest checking the University of Gothenburg IT Faculty, which offers exchange opportunities in this area.",0.6258,0.7057,0.6634
Q109,I want to find an Erasmus+ exchange at a university focused on software engineering and distributed systems. Which institutions should I check?,"Relevant partner institutions include University of Tartu, TU Berlin, Charles University MFF, University of Padova, University of Porto, TU Graz, and Sapienza University of Rome.","Based on the given information, you may consider the following universities for an Erasmus+ exchange related to software engineering and distributed systems:

1. Albert Ludwig University of Freiburg - They offer courses in various fields including computer science.
2. University of Padova - Their course catalogue includes Computer Systems Engineering at the master level.
3. Luleå University of Technology - Although there's limited information about their specific courses, they're mentioned as having relevance to IT and digital technologies, which might include software engineering and distributed systems.

Please note that it's essential to verify the current exchange course availability and details with each institution before making any decisions.",0.5976,0.6915,0.6411
Q110,"I want to find an Erasmus+ exchange at a university focused on data science, analytics, or big data. Which institutions should I check?","Relevant partner institutions include VUB Brussels, University of Tartu, TU Berlin, Charles University MFF, University of Freiburg, University of Coimbra, and Reykjavík University.","Unfortunately, the given sources do not provide detailed information about universities offering data science, analytics, or big data programs. However, based on the provided information, you may consider checking the following Italian universities:

1. Sapienza University of Rome – Faculty of Information Engineering, Informatics and Statistics (I ROMA01) - They offer study levels in Informatics and Statistics which might be related to data science.
2. University of Udine – Department of Mathematics, Computer Science and Physics (I UDINE01) - Although their focus is more on mathematics and physics, they also cover computer science which could be connected to data science.

Please note that this is not a definitive match, and it's recommended to explore further and possibly visit the universities' websites or contact them directly for more specific information.",0.5713,0.651,0.6086
Q111,I want to find an Erasmus+ exchange at a university focused on theoretical computer science or algorithms. Which institutions should I check?,"Relevant partner institutions include Charles University MFF, TU Berlin, University of Tartu, University of Freiburg, CTU Prague, and NTNU.","Based on the provided information, you may consider checking the following universities for potential Erasmus+ exchanges related to theoretical computer science or algorithms:

1. University of Padova - They have an official course catalogue with English-taught courses, including Computer Systems Engineering at the master level. However, please note that you should confirm if this course is open to exchange students and include it in your Learning Agreement for UL FRI approval.

As for other options, I don't have specific information about their course catalogues or offerings in these areas. It's recommended to check the universities' websites or contact them directly for more information.

For Warsaw University of Technology, they offer study levels in Bachelor, Master, and PhD, but I don't have detailed information about their course catalogue or specific focus on theoretical computer science or algorithms. You may want to explore their website or contact them directly for more details.",0.5616,0.6422,0.5992
Q112,I want to find an Erasmus+ exchange at a university in Serbia with strong electrical engineering and computing programmes. Which institution should I check?,A relevant partner institution is the University of Belgrade – Faculty of Electrical Engineering.,"Based on your preferences, I would recommend checking the University of Belgrade – Faculty of Electrical Engineering (RS BELGRAD02) in Serbia. They offer courses related to computer science areas such as computer engineering, software systems, electronics, and informatics. It's essential to verify their current course catalogue and Erasmus exchange procedures to ensure compatibility.",0.6394,0.7637,0.696
Q113,Are there Erasmus+ exchange opportunities in North Macedonia?,The available information does not list any UL FRI Erasmus+ partner institution in North Macedonia for the current academic year.,"No, I couldn't find any information about Erasmus+ exchange opportunities in North Macedonia among the given sources. However, it's listed as a country with a low cost of living under Group 3 in the erasmus_financial_support_2026_27.txt source.",0.6387,0.7129,0.6738
Q114,How hard is it to be admitted to an Erasmus+ exchange programme?,"Admission difficulty depends on the number of available places, the popularity of the destination university, academic performance, motivation, language requirements, and whether the selected courses are compatible with the student’s study programme. Some universities only accept 1–2 students per year, making them more competitive.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.5888,0.5804,0.5846
Q115,How many Erasmus+ places are available for Charles University in Prague?,"Charles University in Prague – Faculty of Mathematics and Physics, Computer Science Institute offers 2 Erasmus+ places with a mobility duration of 9 months per student for Bachelor, Master, and PhD students.",There are 2 available places for Charles University in Prague.,0.8151,0.6454,0.7204
Q116,What GPA do I need to be accepted to TU Berlin?,The available information does not state a fixed GPA requirement for TU Berlin. Students should check the current call conditions and contact the Erasmus coordinator if they want to know how applications are ranked.,"To find out the GPA requirements for TU Berlin, I recommend checking their official exchange course information page or the TU Berlin course catalogue. You can also look into the MOSES module database for more information on the admission requirements. Additionally, once you've selected your courses, please make sure to get your UL FRI Learning Agreement approved before your departure.",0.696,0.7309,0.713
Q117,Which dormitory is the best for Erasmus students in Prague?,"This depends on personal preferences such as price, location, social atmosphere, and commute time. Students should compare official dormitory options, student reviews, and Erasmus student groups before deciding.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6331,0.6017,0.617
Q118,How much money do I realistically need per month for Erasmus in Reykjavík?,"The Erasmus+ grant for Iceland is 674 EUR per month because Iceland is in Group 1. The available information does not state realistic monthly living costs, so students should check current housing and living-cost information before applying.","Since Iceland belongs to Group 1: high cost of living countries, you can expect to receive approximately 674 EUR per month as Erasmus financial support.",0.7775,0.7414,0.759
Q119,Which Erasmus+ partner university is ranked the highest internationally?,"University rankings change regularly and depend on the ranking system and academic field. Students should check official rankings such as QS, THE, or Shanghai Ranking if international reputation is important to them.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6663,0.6269,0.646
Q120,Will the exact same courses be available at TU Graz next year?,"Course availability can change every semester depending on scheduling, staff, and curriculum updates. Students should always verify the latest official course catalogue before finalizing the Learning Agreement.","""Course availability may change by semester. I recommend checking the current TU Graz course catalogue to confirm the courses offered for the upcoming semester.""",0.7678,0.7309,0.7489
Q121,Can I legally work part-time during Erasmus+ mobility in Norway?,"Work regulations depend on citizenship, visa status, and Norwegian immigration rules. Students should check official immigration guidelines and visa conditions before planning employment abroad.","According to the Erasmus+ regulations, there's no specific mention of working restrictions during the mobility period. However, please note that this might vary depending on the host country's laws and regulations. In this case, since you're going to Norway, I would recommend checking the Norwegian rules regarding part-time work for international students.",0.6666,0.7056,0.6856
Q122,How are grades converted from Charles University to UL FRI?,Grade recognition and conversion are handled individually by the home institution according to recognition procedures and academic regulations. Students should consult the Erasmus coordinator for exact conversion rules.,"According to the guidelines, the Sending Institution (Charles University) will convert the grades received by the student abroad (at UL FRI), taking into account the grade distribution information from the Receiving Institution (UL FRI). They may use the EGRACONS tool for this purpose.",0.6699,0.7231,0.6955
Q123,Which Erasmus+ destination is considered academically the easiest?,"Academic difficulty is highly subjective and depends on the student’s background, chosen courses, language skills, and study habits. Experiences can vary significantly even within the same university.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6009,0.5993,0.6001
Q124,Can I stay in Iceland after Erasmus+ if I find a job there?,Residence and work rights after mobility depend on your citizenship and Icelandic immigration regulations. Students should consult official immigration authorities for accurate information.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.635,0.6217,0.6283
Q125,Does TU Berlin guarantee housing for Erasmus students?,Housing availability changes each year and is usually limited. Students should apply for accommodation as early as possible and also prepare alternative housing options.,"No, it does not explicitly state that TU Berlin guarantees housing for Erasmus students. It only mentions that some host institutions assist students in finding housing.",0.6654,0.6911,0.678
Q126,Which university has the strongest AI research opportunities?,"Several partner institutions have strong AI-related programmes and research groups, but the best choice depends on the specific area of AI you are interested in, such as machine learning, NLP, robotics, or computer vision.",University of Tartu is a strong option for Computer Science topics such as AI.,0.7278,0.6875,0.7071
Q127,Which Erasmus destination has the best student social life?,"Student experience depends on personal preferences, local culture, Erasmus community activity, accommodation type, and city size. Popular Erasmus cities usually have active international student communities and events.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6125,0.6075,0.61
Q128,Will my Erasmus grades affect my final GPA at UL FRI?,This depends on the faculty recognition process and programme regulations. Students should verify how completed courses and grades are recorded in their specific study programme.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6461,0.6418,0.6439
Q129,Which professors should I choose for machine learning courses at Charles University?,"Teaching staff and course assignments may change between semesters. Students should check the current faculty course pages, syllabi, and recent student experiences.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6303,0.6142,0.6221
Q130,What are my chances of being accepted for Erasmus+ mobility?,"Acceptance depends on factors such as available places, demand for specific destinations, academic performance, motivation, and whether your proposed study plan is realistic and compatible with your programme.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.59,0.5897,0.5898
Q131,Can I combine Erasmus+ funding with another scholarship?,This depends on the rules of the other scholarship programme. Students should check whether external scholarships allow simultaneous Erasmus+ funding.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6146,0.6078,0.6112
Q132,Which countries have the simplest visa process for non-EU students?,"Visa procedures differ depending on nationality and destination country. Some countries may have faster or simpler procedures, but students should always consult official embassy and immigration information.","Unfortunately, I don't have specific information about which countries have the simplest visa process for non-EU students. The requirements can change frequently due to various factors like local immigration legislation and regulations. It's best to check with the relevant embassy or consulate for the most up-to-date information.",0.7126,0.7758,0.7428
Q133,Is the Erasmus+ grant enough to fully cover living costs in Sweden?,"In many cases, students need additional personal funds because living costs can exceed the Erasmus+ grant amount, especially in more expensive countries.","According to the given information, Sweden belongs to Group 1: high cost of living countries, where the monthly Erasmus+ financial support amount is 674 EUR. However, I don't have specific data on the average living costs in Sweden.",0.6939,0.7399,0.7162
Q134,Which Erasmus+ partner university is best for game development?,"Students interested in game development should compare available computer graphics, software engineering, multimedia, and game technology courses at different partner universities before applying.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6192,0.6072,0.6131
Q135,Can Erasmus+ mobility help me later move permanently to another country?,"Erasmus+ can provide international experience, language skills, academic contacts, and professional connections, but permanent relocation depends on immigration laws, employment opportunities, and residence regulations.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.5974,0.5902,0.5938
Q136,"If I complete 25 ECTS abroad, how many ECTS will be recognized at UL FRI?","Recognition depends on the approved Learning Agreement, the completed courses, and how they match the UL FRI curriculum. Students should discuss recognition details with the Erasmus coordinator before mobility because course equivalence and ECTS recognition are decided individually.","Since you completed more than 20 ECTS abroad, there's no limitation on the recognition of ECTS credits. According to the guidelines, the Sending Institution (UL FRI) should recognize the total number of ECTS credits earned abroad. Therefore, all 25 ECTS credits will be recognized at UL FRI.",0.7077,0.6964,0.702
Q137,Which Erasmus+ partner university in Iceland is available for UL FRI students?,The available partner institution in Iceland is Reykjavík University – School of Computer Science.,The available Erasmus+ partner university in Iceland for UL FRI students is Reykjavík University – School of Computer Science with Erasmus code IS REYKJAV05.,0.6799,0.8617,0.7601
Q138,How many Erasmus+ places are available at TU Berlin?,Technical University of Berlin offers 5 Erasmus+ places with a duration of 10 months per student.,There are 5 available places for students from UL FRI to go on an Erasmus+ exchange program at Technical University of Berlin.,0.7499,0.7971,0.7728
Q139,Does University of Padova accept Bachelor students from UL FRI?,"No. According to the uploaded partner list, University of Padova is available only for Master and PhD students.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6414,0.6332,0.6373
Q140,Which Croatian partner university is available only for PhD students?,University of Rijeka – Faculty of Engineering is available only for PhD-level mobility.,"According to our information, the University of Rijeka – Faculty of Engineering is the Croatian partner university that is available only for PhD students.",0.7801,0.8363,0.8072
Q141,What is the Erasmus code for Charles University in Prague?,The Erasmus code for Charles University in Prague – Faculty of Mathematics and Physics is CZ PRAHA07.,"The Erasmus code for Charles University in Prague - Faculty of Mathematics and Physics, Computer Science Institute is CZ PRAHA07.",0.9279,0.9727,0.9498
Q142,Which university in Sweden offers the highest number of Erasmus+ places?,Malmö University offers 5 Erasmus+ places.,Malmö University – Faculty of Technology and Society offers the highest number of Erasmus+ places with 5 students available.,0.7474,0.9471,0.8354
Q143,Which partner universities are available in Serbia?,"The listed Serbian partner institutions are University of Belgrade – Faculty of Electrical Engineering, University of Novi Sad – Faculty of Sciences, and University of Novi Sad – Faculty of Technical Sciences.","There is only one partner university in Serbia: 

University of Novi Sad – Faculty of Technical Sciences (RS NOVISAD02) with available places for 2 students. The duration of the stay can be up to 5 months per student, and it's open to Bachelor, Master, and PhD study levels.",0.6826,0.8085,0.7402
Q144,How long is the mobility duration for Charles University in Prague?,The mobility duration for Charles University in Prague is 9 months per student.,The mobility duration for Charles University in Prague is 9 months per student.,1.0,1.0,1.0
Q145,Which Italian partner university is available for only one Erasmus+ student?,Sapienza University of Rome and University of Udine are each listed with 1 available Erasmus+ place.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.5731,0.5679,0.5705
Q146,Which Erasmus+ partner universities are located in Portugal?,The listed Portuguese partner institutions are University of Coimbra and University of Porto.,"The two Erasmus+ partner universities located in Portugal are:

1. University of Coimbra – Faculty of Sciences and Technology, Informatics Engineering Department (Erasmus code: P COIMBRA01)
2. University of Porto – Faculty of Sciences (Erasmus code: P PORTO02)",0.6364,0.8141,0.7144
Q147,Can I go on Erasmus+ exchange if I am repeating the second year of my Bachelor studies?,"It may still be possible, but eligibility depends on your study progress and faculty approval. You should discuss your situation with the Erasmus coordinator before applying.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6524,0.6601,0.6562
Q148,I have permanent residence in France. Can I still go on Erasmus+ exchange to France?,"In some cases this may still be possible, but the conditions can depend on your citizenship and Erasmus+ funding rules. You should check your specific situation with the Erasmus coordinator before applying.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.658,0.6432,0.6505
Q149,What is Erasmus+?,"Erasmus+ is a European programme that supports educational, professional, and personal development through mobility such as study exchange and traineeships abroad.","The Erasmus+ programme aims to support the educational, professional and personal development of the participating students and graduates, while promoting equal opportunities and access, inclusion, diversity and fairness across all its actions.",0.7362,0.777,0.756
Q150,"Can I use Erasmus+ only for study, or also for traineeship?","Erasmus+ can be used for study exchange and also for practical traineeship mobility, if the student meets the conditions of the relevant call.","Yes, you can use Erasmus+ for both study and traineeship. According to the text, the total funding limit is up to 12 months for study and/or traineeship mobility combined.",0.7457,0.7747,0.7599
Q151,Where do I send questions about Erasmus+ at UL FRI?,You can contact the UL FRI Erasmus office at erasmus@fri.uni-lj.si.,You can send questions about Erasmus+ to erasmus@fri.uni-lj.si or visit the FRI Erasmus office during their office hours on Mondays from 10:00–11:00 (either via Zoom or in person).,0.7358,0.8853,0.8037
Q152,Can I go on Erasmus+ for only one month?,"For regular Erasmus+ study mobility, the minimum duration is 2 full months, or 60 days. Shorter physical mobility is possible only in specific formats such as short-term doctoral or blended mobility.","According to the mobility duration limits, an Erasmus+ exchange must last at least 2 full months, which means 60 days. Therefore, it's not possible to go on Erasmus+ for only one month.",0.8076,0.7701,0.7884
Q153,Can doctoral students go abroad for less than two months?,"Yes. Short-term doctoral mobility can last between 5 and 30 days and may include study obligations, research work, practical training, or doctoral thesis preparation.","Yes, according to the given context, short-term doctoral mobility is possible for a duration of up to 30 days.",0.8153,0.7678,0.7908
Q154,Can I apply for Erasmus+ doctoral mobility after June 2027?,"The listed doctoral mobility call covers the period from 1 June 2026 to 30 June 2027, or until funding is exhausted. For later mobility, students should check the next official call.","No, you cannot apply for Erasmus+ doctoral mobility after June 2027 because the eligible mobility period for this call is 1 June 2026 – 30 June 2027.",0.8065,0.7727,0.7892
Q155,Is practical training abroad possible after graduation?,"It may be possible, but the application must be submitted at least 2 months before the expiration of student status and before the thesis defense.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6173,0.6284,0.6228
Q156,What do I need to submit for an Erasmus+ traineeship?,"You need a completed application form, a signed and stamped Erasmus+ Learning Agreement for Traineeship, and a motivation letter of one to two pages.","To apply for an Erasmus+ traineeship, you should submit your application and all required documents electronically to erasmus@fri.uni-lj.si.",0.6857,0.7513,0.717
Q157,Can my traineeship motivation letter be in Slovenian?,Yes. The traineeship call states that the motivation letter may be written in Slovenian.,"According to the Erasmus+ charter, there's no specific mention of language requirements for the traineeship motivation letter. However, since it's an international program, it would be beneficial to have it in English to ensure understanding by all parties involved. But, based on the given context, it doesn't explicitly state a requirement for the language of the motivation letter.",0.6744,0.7441,0.7075
Q158,How long can one Erasmus+ traineeship last?,Each traineeship must last at least 2 months and at most 6 months.,Each traineeship must last at least 2 months and no more than 6 months.,0.915,0.9409,0.9277
Q159,Can I do more than one Erasmus+ traineeship?,"Yes, but the traineeships cannot be with the same employer or organization, and each one must meet the duration requirements.","Yes, you can do more than one Erasmus+ traineeship as long as you meet two conditions:

1. You're not with the same employer or organization.
2. Each traineeship lasts at least 2 months but does not exceed 6 months.",0.7383,0.8104,0.7727
Q160,Do I need          insurance for Erasmus+?,"Yes. Students should make sure they have health insurance coverage for their stay abroad. For traineeships, liability and accident insurance may also be needed.","Yes, health insurance is usually mandatory for Erasmus+ mobility. EU citizens can use the European Health Insurance Card (EHIC) if required by the host country.",0.7257,0.7696,0.747
Q161,Do I keep my Slovenian student grants or loans while abroad?,"According to the Erasmus Student Charter, students are entitled to continue receiving the same student grants or loans from their sending country while abroad.","Yes, you are entitled to continue receiving the same student grants or loans from your sending country while abroad.",0.893,0.863,0.8777
Q162,What should I do if I want to extend my Erasmus+ stay?,You should submit the extension request to your sending institution at least one month before the end of the originally planned mobility period.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6102,0.6158,0.613
Q163,Can I change courses after arriving at the host university?,"Yes. If a course is not available, overlaps with another course, or is not offered in the expected language, the Learning Agreement may be changed within the allowed deadline and approved by the relevant parties.","According to our guidelines, course selection rules do not explicitly mention changing courses after arrival. However, the Learning Agreement process typically takes place before departure, involving approval from both the student and the FRI coordinator. It's recommended to clarify any changes with your FRI coordinator upon arrival.",0.698,0.723,0.7103
Q164,What is Table A in the Learning Agreement?,Table A lists the courses or academic components that the student plans to complete at the receiving institution abroad.,"Table A in the Learning Agreement is where the student includes all the educational components to be carried out at the Receiving Institution, which may consist of selected courses or modules from the course catalogue, or other educational components like laboratory or thesis work.",0.7328,0.8248,0.7761
Q165,What is Table B in the Learning Agreement?,Table B lists the courses or components at the sending institution that will be replaced or recognized after successful completion abroad.,"Table B is used to group the educational components from Table A, which were selected at the Receiving Institution.",0.7657,0.7399,0.7526
